"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Hypertension,2009,M,85+,226752,4464,162054,22110,5766,47220,73668,970908,9960,14262,197502,152112,3231870,33216,569298,148908,2084304,32208,391656,125460,1147386,25362,177594
Mental_Illness,1999,F,<1,229836,,6354,,,3288,4734,29214,121656,136818,436932,6354,102282,181200,1691130,5448,48438,161688,1133670,5346,53832,105018,556626
Mental_Illness,1999,F,1 to 4,737388,,26376,,,1998,3054,15336,26034,32196,86850,26376,256386,489294,2978922,23142,142902,450840,2207454,20514,113424,219810,769344
Mental_Illness,1999,F,5 to 9,1031916,,43884,,,1662,2442,11982,17586,20964,58716,43884,324408,600318,2557776,38322,177588,550716,1912890,33366,146730,239574,642882
Mental_Illness,1999,F,10 to 14,1019154,,52656,,,3870,5790,41826,14388,17760,57330,52650,433692,553368,2154396,48036,250368,514098,1614984,36474,183222,218316,538062
Mental_Illness,1999,F,15 to 19,1029258,,117426,,,15120,21672,129108,34392,43080,122622,117408,1312698,560574,2964492,115314,918042,539172,2321562,74604,394242,234102,640770
Mental_Illness,1999,F,20 to 24,1021968,,157590,,,24228,34392,161532,68124,83904,227502,157572,1982886,541668,3536442,156408,1426812,527658,2683128,104238,555420,256962,851076
Mental_Illness,1999,F,25 to 29,1066554,,192162,,,34458,46632,214434,104382,123486,345714,192144,2620248,557820,4128996,190764,1807698,541110,2898030,133416,811848,302202,1228944
Mental_Illness,1999,F,30 to 34,1189284,,237546,,,38586,51696,259128,104292,120618,343704,237510,3277230,593958,4401756,235506,2207526,573504,2972424,166926,1069074,336378,1427436
Mental_Illness,1999,F,35 to 39,1387908,,296952,,,35154,49266,313044,68364,80370,262986,296928,4006416,664896,4400136,293952,2665272,640500,3012294,207852,1340280,369180,1385994
Mental_Illness,1999,F,40 to 44,1326444,,294558,,,28248,41388,313584,41832,50880,199038,294540,4026276,620358,3987270,291042,2615256,594996,2748402,212502,1409898,362262,1237620
Mental_Illness,1999,F,45 to 49,1162914,,262770,,,25362,37356,325344,36630,45900,204834,262752,3821364,549936,3858648,259368,2411430,525576,2606016,200058,1409196,346920,1251594
Mental_Illness,1999,F,50 to 54,1010442,,226956,,,23352,34626,295404,37242,48810,251424,226944,3542370,490266,3909534,224256,2183442,468708,2575344,182838,1358448,334944,1333236
Mental_Illness,1999,F,55 to 59,771420,,163620,,,19356,29424,270984,34950,47634,282510,163614,2674200,381900,3328098,161730,1635534,365292,2151870,134634,1038210,269220,1175214
Mental_Illness,1999,F,60 to 64,641832,,124452,,,17406,27660,269592,37374,52872,356940,124446,2143350,334788,3267594,123000,1310514,321054,2090508,103830,832380,243582,1176090
Mental_Illness,1999,F,65 to 69,603114,,113220,,,19734,32034,353418,45390,66114,500694,113214,2133024,320856,3535704,111996,1297590,308226,2240352,96048,835200,240522,1294596
Mental_Illness,1999,F,70 to 74,552204,,106476,,,22614,37530,442152,53364,79170,666558,106470,2192478,298824,3654972,105372,1349082,287322,2300406,90858,843300,229158,1354038
Mental_Illness,1999,F,75 to 79,476730,,101454,,,26406,44022,624594,57438,86676,826512,101448,2292000,260118,3519108,100380,1473948,250386,2241468,86274,817968,202194,1277250
Mental_Illness,1999,F,80 to 84,308838,,72258,,,22674,37650,588456,44922,68160,725604,72258,1749936,163800,2338698,71574,1205010,157956,1564812,59154,544866,124836,773580
Mental_Illness,1999,F,85+,295674,,83352,,,27984,44292,818274,47724,70800,888126,83340,2120964,146466,2167830,82608,1626198,141636,1600710,60090,494700,100836,566796
Mental_Illness,1999,M,<1,241644,,7218,,,3804,5652,34902,130392,152904,510438,7218,121254,190800,1923792,6246,56796,170124,1256190,6198,64434,118950,666654
Mental_Illness,1999,M,1 to 4,773994,,40644,,,3360,5022,20520,34692,43176,111114,40644,409206,508428,3345504,35712,219336,469986,2420592,33576,189762,249744,922482
Mental_Illness,1999,M,5 to 9,1084002,,92982,,,3576,4578,25116,21378,25500,70044,92982,682380,600132,2612526,79230,340422,547830,1897092,75762,341796,257424,713640
Mental_Illness,1999,M,10 to 14,1071276,,89430,,,4176,5706,42126,17430,21072,64404,89412,643716,554238,2144622,76296,324642,510210,1558026,68748,318900,232446,585306
Mental_Illness,1999,M,15 to 19,1085286,,77664,,,7002,10050,96828,20352,24558,86712,77628,642258,536508,2079690,73038,378834,505770,1544496,49014,263202,215118,534210
Mental_Illness,1999,M,20 to 24,1048578,,88704,,,8298,12180,134064,17484,20964,80172,88644,807006,459234,1739166,86178,525078,438816,1327866,49926,281676,173508,410094
Mental_Illness,1999,M,25 to 29,1072212,,104880,,,8898,13458,134376,17322,20952,77352,104826,1030668,460566,1820730,102078,688032,439350,1361736,60432,342378,185832,457830
Mental_Illness,1999,M,30 to 34,1195200,,135570,,,11622,17826,158904,20490,24984,97122,135516,1468176,514860,2238990,131808,977970,490194,1641522,82812,489828,227106,596274
Mental_Illness,1999,M,35 to 39,1397880,,177726,,,16020,24408,234708,26616,32874,136176,177660,2060694,606174,2815794,172716,1357290,577074,2033112,112410,702900,281430,781590
Mental_Illness,1999,M,40 to 44,1326408,,179598,,,17238,26682,241512,29832,38424,171984,179538,2185350,579132,2904960,174720,1421040,550500,2054916,118236,764010,285402,849054
Mental_Illness,1999,M,45 to 49,1159518,,166386,,,17334,27096,257334,32688,43656,220290,166350,2146458,520926,2896038,161856,1355142,494244,1995996,114222,790890,274584,899154
Mental_Illness,1999,M,50 to 54,1011840,,149766,,,17652,28128,268248,38262,52902,290958,149736,2043366,476328,3054450,146016,1252740,451686,2040594,108414,790446,273636,1012812
Mental_Illness,1999,M,55 to 59,766362,,113052,,,16302,26826,271908,40824,58476,359034,113040,1710738,378114,2869812,110544,1019148,358728,1855752,87060,691350,237018,1013238
Mental_Illness,1999,M,60 to 64,618864,,89088,,,15954,26682,273300,46008,67692,450714,89076,1519890,329118,2976648,87294,891912,312858,1874784,71766,627894,222786,1101240
Mental_Illness,1999,M,65 to 69,560010,,80532,,,18192,31752,368694,56154,85824,635490,80526,1559922,312342,3393864,79134,904296,298464,2096526,67530,655428,225672,1296600
Mental_Illness,1999,M,70 to 74,460266,,69600,,,19104,34032,428712,59742,93600,752448,69594,1541970,264768,3363258,68544,899484,253662,2047272,59784,642324,201894,1315362
Mental_Illness,1999,M,75 to 79,337398,,57984,,,19218,34482,514062,54750,87444,779448,57978,1442928,197814,2877702,57216,867120,190032,1755516,50508,575742,156126,1121754
Mental_Illness,1999,M,80 to 84,185076,,36114,,,13950,24660,387564,35520,57426,557886,36114,950130,107202,1665810,35688,615906,103152,1055292,30828,334194,84282,610176
Mental_Illness,1999,M,85+,129552,,30852,,,13140,22152,371262,27534,43302,487290,30846,829008,70482,1112238,30558,588324,67992,764292,24468,240594,51960,347718
Mental_Illness,2000,F,<1,225630,,6144,,,3090,4380,27120,118776,133794,431442,6144,96552,177498,1649478,5334,44976,157416,1084764,5202,51558,105528,563664
Mental_Illness,2000,F,1 to 4,717978,,25518,,,1860,2802,13338,24978,30774,83796,25518,248400,479784,2930334,22434,136038,441288,2153556,19908,112278,218700,774450
Mental_Illness,2000,F,5 to 9,1020696,,44208,,,1710,2376,12168,16830,20232,53784,44208,320748,598320,2568510,38532,176214,548220,1915530,33438,144414,240276,650988
Mental_Illness,2000,F,10 to 14,1034814,,55614,,,3966,5820,43248,14136,17514,54354,55602,448416,565242,2194848,50712,260322,525294,1645278,38424,187932,220854,547998
Mental_Illness,2000,F,15 to 19,1039128,,124158,,,15462,22614,142086,32142,39750,112542,124122,1370526,567888,2943096,121950,955632,547002,2314254,77964,414342,231096,626880
Mental_Illness,2000,F,20 to 24,1033386,,162150,,,23490,32898,152526,64584,79098,214056,162132,1997442,542760,3487302,160992,1438842,528858,2647566,105732,557748,252300,837732
Mental_Illness,2000,F,25 to 29,1062774,,193272,,,33102,44202,200946,99630,117378,325002,193254,2577606,553104,4057536,191904,1788120,536694,2847684,132378,788592,295038,1207920
Mental_Illness,2000,F,30 to 34,1164900,,235728,,,37260,49572,246540,99090,114282,327642,235704,3199056,583488,4316670,233820,2162310,563556,2910876,163770,1035714,327684,1403856
Mental_Illness,2000,F,35 to 39,1381908,,294918,,,34380,47796,314310,67272,78690,253620,294882,3933660,664506,4412478,292206,2630334,641100,3027726,204798,1302042,366876,1382970
Mental_Illness,2000,F,40 to 44,1352088,,300624,,,28278,40860,321600,41640,50460,191064,300606,4044078,634248,4079526,297348,2650080,609852,2820894,215814,1392870,367248,1257150
Mental_Illness,2000,F,45 to 49,1201998,,272634,,,25404,37338,325104,36732,46062,212322,272622,3898380,568590,3969144,269478,2472480,544860,2690346,206376,1424976,355596,1277340
Mental_Illness,2000,F,50 to 54,1057824,,237834,,,23850,35430,302262,37752,49128,251238,237822,3655326,517176,4109748,235182,2261910,496152,2710944,191016,1392648,350748,1397424
Mental_Illness,2000,F,55 to 59,802278,,170334,,,19446,29784,275160,34830,47550,281250,170328,2747754,396996,3455244,168510,1675602,381648,2243610,140058,1071468,278406,1210410
Mental_Illness,2000,F,60 to 64,655764,,127350,,,17244,27444,267954,36798,51984,350016,127338,2180400,343362,3345738,125964,1329888,331188,2146332,106284,849798,248790,1197966
Mental_Illness,2000,F,65 to 69,601956,,112152,,,19026,30996,339864,44064,63834,477828,112146,2105760,322356,3551040,111048,1279272,312270,2255634,95562,825852,241140,1294182
Mental_Illness,2000,F,70 to 74,556476,,106806,,,22176,36828,462066,51930,77328,660708,106794,2189682,301440,3691536,105762,1346376,292470,2328024,91332,843060,230802,1362396
Mental_Illness,2000,F,75 to 79,482094,,102396,,,26484,44640,625050,56250,85362,813258,102390,2321040,261258,3545484,101472,1481394,253512,2265240,87270,839412,203178,1279458
Mental_Illness,2000,F,80 to 84,325398,,77058,,,23598,39174,600342,45774,69312,742692,77046,1860348,172782,2481450,76356,1276800,167826,1655184,63288,583374,131334,825948
Mental_Illness,2000,F,85+,310230,,87528,,,29220,46014,865398,48810,72414,913626,87516,2222112,152700,2261850,86790,1708956,148578,1671468,63336,512892,104526,589680
Mental_Illness,2000,M,<1,237450,,6954,,,3726,5592,35220,127410,149586,504576,6954,117984,186552,1879422,6150,55470,165762,1200516,6072,62514,118770,677772
Mental_Illness,2000,M,1 to 4,753552,,39150,,,3126,4638,18396,32394,40620,107166,39150,390150,498228,3272094,34284,205890,459198,2346558,32478,184116,247002,922980
Mental_Illness,2000,M,5 to 9,1073178,,92622,,,3420,4500,24330,20478,24408,65550,92622,671454,600822,2643036,78690,336276,548556,1914246,75450,334932,259698,726948
Mental_Illness,2000,M,10 to 14,1087056,,94014,,,4140,5640,41058,16878,20424,62190,94008,662568,566478,2198646,80154,335370,522600,1595154,72150,326952,237312,601992
Mental_Illness,2000,M,15 to 19,1095984,,82974,,,7362,10428,94770,19842,23988,85242,82944,671694,544254,2080104,78108,399624,513630,1543068,51762,271836,215628,535956
Mental_Illness,2000,M,20 to 24,1064364,,92868,,,8418,12306,139764,17250,20580,79650,92814,833202,458430,1703790,90264,543780,438210,1296918,51624,289074,172650,405780
Mental_Illness,2000,M,25 to 29,1067790,,106704,,,8844,13170,148938,16284,19704,76770,106650,1035108,452586,1765968,103944,690276,431400,1319982,60900,344496,182172,444744
Mental_Illness,2000,M,30 to 34,1172256,,134610,,,10914,16428,164406,19020,23064,90660,134562,1424142,504684,2165610,131082,956058,480786,1587798,81072,467682,220842,576528
Mental_Illness,2000,M,35 to 39,1395072,,178374,,,15432,23484,223818,25512,31404,126108,178320,2031990,604632,2805810,173586,1349268,576234,2028384,112560,682062,281370,776148
Mental_Illness,2000,M,40 to 44,1355400,,184512,,,17190,26562,248646,29616,38010,169770,184452,2211096,594876,2979252,179652,1451148,566232,2108514,121008,759390,292794,869274
Mental_Illness,2000,M,45 to 49,1196334,,171594,,,17250,26970,263628,33000,43830,213144,171546,2177934,540486,3011040,167118,1385574,513978,2075826,117210,791910,285018,934044
Mental_Illness,2000,M,50 to 54,1058136,,156354,,,17940,28506,270474,39906,54750,300414,156324,2114172,503922,3242946,152640,1296234,479784,2165514,112752,817554,288954,1076304
Mental_Illness,2000,M,55 to 59,798444,,116970,,,16578,26934,258006,41250,58764,361644,116958,1752018,396498,3006396,114522,1044930,377784,1947072,89802,706602,247950,1058226
Mental_Illness,2000,M,60 to 64,632070,,89268,,,15624,26112,282234,45582,67236,451062,89262,1508694,338442,3065598,87660,886404,323766,1930278,72006,621714,228840,1133964
Mental_Illness,2000,M,65 to 69,560340,,78642,,,17640,30474,353340,54504,82764,615816,78630,1531542,315456,3419514,77424,888516,303540,2114238,66180,642684,227844,1303914
Mental_Illness,2000,M,70 to 74,471174,,69546,,,19230,34506,433050,59442,92940,743598,69534,1553196,273180,3458886,68640,901548,263754,2112690,59982,651366,208032,1345086
Mental_Illness,2000,M,75 to 79,345024,,58470,,,19002,34002,463350,53760,85908,753018,58464,1462128,201444,2923122,57792,879216,195144,1786752,51000,582666,158922,1135488
Mental_Illness,2000,M,80 to 84,196566,,38634,,,14634,25704,404532,36384,58578,579072,38622,1022256,113922,1782780,38226,660990,110466,1127814,33084,361134,89640,654432
Mental_Illness,2000,M,85+,136632,,32586,,,13794,23118,400854,27978,44196,496722,32580,878892,73854,1173210,32310,621144,71634,804648,25950,257640,54480,368166
Mental_Illness,2001,F,<1,224484,,6288,,,3258,4458,29268,120372,134334,424248,6288,96516,176724,1615188,5412,44574,155778,1046910,5310,51894,106338,567180
Mental_Illness,2001,F,1 to 4,702678,,24732,,,1848,2778,13590,24090,29508,77682,24732,234372,468798,2757012,21558,125580,428028,1992558,19464,108678,218100,762132
Mental_Illness,2001,F,5 to 9,1006416,,43872,,,1644,2274,10056,15810,18918,50346,43866,304422,582564,2399004,37626,164064,529584,1766580,33528,140244,235794,630354
Mental_Illness,2001,F,10 to 14,1050642,,57072,,,3852,5598,41550,12966,16146,51780,57054,447210,560616,2106876,51636,254934,518454,1566468,39480,191994,219870,538746
Mental_Illness,2001,F,15 to 19,1047468,,125064,,,14580,20868,131892,29910,37098,106356,125028,1331646,569112,2851500,122598,923976,546984,2229126,77664,407052,230676,620586
Mental_Illness,2001,F,20 to 24,1050768,,165570,,,23286,32544,159480,61752,74940,201414,165540,2008074,544914,3400476,164280,1437708,530394,2566722,107016,569490,251922,831540
Mental_Illness,2001,F,25 to 29,1058058,,194538,,,32304,42834,195348,98688,114936,317412,194520,2540712,543996,3941262,193164,1753776,527340,2733180,132426,786186,291120,1205814
Mental_Illness,2001,F,30 to 34,1160466,,235638,,,36588,47886,245268,100998,115698,331656,235620,3130062,579240,4276758,233718,2110044,558834,2836260,162618,1018758,327504,1438188
Mental_Illness,2001,F,35 to 39,1357746,,291012,,,32646,44784,288768,64530,74958,238632,290994,3781074,647292,4258230,288402,2527806,623418,2886918,201048,1251852,359556,1369230
Mental_Illness,2001,F,40 to 44,1379316,,308100,,,27480,39198,315816,40128,48648,194796,308070,4028082,642360,4088178,304794,2644332,616896,2801892,219828,1382424,375030,1284450
Mental_Illness,2001,F,45 to 49,1238772,,281382,,,25080,36666,311220,34740,43404,199314,281352,3927942,584424,4028298,278094,2492004,559806,2714748,212034,1434852,367812,1312062
Mental_Illness,2001,F,50 to 54,1090986,,244428,,,23316,34524,299994,35430,45768,242664,244416,3657360,533034,4161762,241812,2258730,511482,2734908,195318,1397520,362070,1425312
Mental_Illness,2001,F,55 to 59,847194,,179670,,,19686,29964,289374,34392,46692,282636,179664,2846484,420438,3618264,177732,1729296,403968,2336754,147630,1116492,296982,1280298
Mental_Illness,2001,F,60 to 64,675570,,132000,,,17490,27384,277608,36048,50622,339348,131994,2230956,352686,3393042,130662,1354386,340410,2166132,110520,875766,256332,1225332
Mental_Illness,2001,F,65 to 69,602682,,111990,,,18552,30066,335910,42204,61212,465006,111984,2079084,323718,3551400,110922,1255710,313842,2243004,95598,822858,243588,1307118
Mental_Illness,2001,F,70 to 74,560700,,107508,,,22008,36750,457716,50346,74634,630078,107502,2201472,302916,3699348,106542,1348374,294060,2328132,91932,852510,233820,1370046
Mental_Illness,2001,F,75 to 79,488208,,103410,,,25980,43344,603810,54870,83136,806394,103404,2321826,263712,3580362,102492,1484712,256386,2276724,88392,836634,206538,1302744
Mental_Illness,2001,F,80 to 84,342354,,81498,,,24414,40302,682176,46446,70632,752712,81492,1963626,181350,2610882,80814,1356738,176478,1743468,67176,606768,138948,866880
Mental_Illness,2001,F,85+,322050,,91752,,,30444,48168,829770,48960,72954,900726,91740,2350674,156492,2330388,91020,1810422,152382,1720296,66762,539958,107988,609408
Mental_Illness,2001,M,<1,236262,,7134,,,3864,5688,36624,128280,148806,490344,7134,118074,185562,1828698,6168,53142,163980,1155348,6210,64902,118956,672180
Mental_Illness,2001,M,1 to 4,738438,,39018,,,3000,4410,17424,31392,39006,101520,39018,379470,487164,3094254,33900,196446,445956,2183628,32484,182808,246306,907926
Mental_Illness,2001,M,5 to 9,1058016,,92562,,,3240,4212,20946,19062,22950,62346,92556,640968,584814,2473044,77496,315084,529452,1769682,75204,325608,254934,701670
Mental_Illness,2001,M,10 to 14,1103532,,96174,,,4092,5514,39120,16368,19674,58782,96162,655626,564216,2136780,81510,331272,517452,1534218,73476,324024,239226,601134
Mental_Illness,2001,M,15 to 19,1106436,,85236,,,7116,10086,99720,18738,22740,80868,85212,669588,539334,2006910,79842,394326,506130,1462998,52902,274932,219216,542856
Mental_Illness,2001,M,20 to 24,1081830,,95916,,,8340,12264,151128,16128,19080,72156,95850,841914,452262,1636896,92898,543240,429816,1227054,53592,298320,175086,408672
Mental_Illness,2001,M,25 to 29,1064904,,107544,,,8478,12672,143382,15114,18162,70968,107484,1020618,439530,1693842,104394,679122,417432,1248138,61440,341136,180846,444576
Mental_Illness,2001,M,30 to 34,1167846,,135504,,,10560,15870,161718,17352,21000,87114,135450,1396254,495120,2085198,131772,938910,469920,1514826,81372,456798,219708,569196
